Global Rank,Institution,Country,Sector
1,Chinese Academy of Sciences *,CHN,Government
2,National Aeronautics and Space Administration *,USA,Government
3,National Oceanic and Atmospheric Administration,USA,Government
4,Centre National de la Recherche Scientifique *,FRA,Government
5,Helmholtz Gemeinschaft *,DEU,Government
6,Ministry of Education of the People's Republic of China,CHN,Government
7,University of Chinese Academy of Sciences,CHN,Universities
8,"Institute of Atmospheric Physics, Chinese Academy of Sciences",CHN,Government
9,Nanjing University of Information Science and Technology,CHN,Universities
10,Harvard University *,USA,Universities
11,Tsinghua University *,CHN,Universities
12,"University of Colorado, Boulder *",USA,Universities
13,National Center for Atmospheric Research,USA,Government
14,Xidian University,CHN,Universities
15,Massachusetts Institute of Technology *,USA,Universities
16,State Grid Corporation of China *,CHN,Companies
17,China Meteorological Administration,CHN,Government
18,NASA Goddard Space Flight Center,USA,Government
19,Pennsylvania State University *,USA,Universities
20,Beijing Normal University *,CHN,Universities
21,Max Planck Gesellschaft *,DEU,Government
22,Wuhan University *,CHN,Universities
23,California Institute of Technology *,USA,Universities
24,Agenzia Spaziale Italiana,ITA,Government
25,University of Washington *,USA,Universities
26,Peking University *,CHN,Universities
27,BeiHang University *,CHN,Universities
28,Jet Propulsion Laboratory,USA,Government
29,European Centre for Medium-Range Weather Forecasts,GBR,Government
30,"Colorado State University, Fort Collins *",USA,Universities
31,Columbia University *,USA,Universities
32,Met Office,GBR,Government
33,Leibniz Gemeinschaft *,DEU,Government
34,Environment Canada,CAN,Government
35,"Southeast University, Nanjing *",CHN,Universities
36,Deutsches Zentrum fur Luft- und Raumfahrt,DEU,Government
37,European Commission *,MUL,Government
37,Swiss Federal Institute of Technology,CHE,Universities
38,"University of California, Berkeley *",USA,Universities
39,The University of Reading,GBR,Universities
40,University of Electronic Science and Technology of China,CHN,Universities
41,Stanford University *,USA,Universities
42,University of Oxford,GBR,Universities
43,Russian Academy of Sciences *,RUS,Government
44,Sorbonne Universite *,FRA,Universities
45,United States Department of Agriculture,USA,Government
46,China Aerospace Science and Technology Corp *,CHN,Government
47,National Institute of Standards and Technology *,USA,Government
48,Chinese Academy of Meteorological Sciences,CHN,Government
48,Consejo Superior de Investigaciones Cientificas *,ESP,Government
49,"University of Michigan, Ann Arbor *",USA,Universities
50,"University of California, Davis *",USA,Universities
51,Consiglio Nazionale delle Ricerche *,ITA,Government
52,"University of California, San Diego *",USA,Universities
53,Institut Pierre Simon Laplace,FRA,Government
54,Princeton University,USA,Universities
55,US Environmental Protection Agency,USA,Government
55,University of Helsinki,FIN,Universities
56,Institut de Recherche pour le Developpement Paris *,FRA,Government
57,"University of California, Los Angeles *",USA,Universities
57,Karlsruher Institut fur Technologie,DEU,Universities
58,United Nations *,MUL,Non-Profit
58,Chengdu University of Technology,CHN,Universities
59,Max Planck Institut fur Chemie,DEU,Government
60,Johns Hopkins University *,USA,Universities
61,Universidad Nacional Autonoma de Mexico,MEX,Universities
62,Finnish Meteorological Institute,FIN,Government
62,Northwestern Polytechnical University,CHN,Universities
63,University of Leeds,GBR,Universities
64,Nanjing University *,CHN,Universities
65,Carnegie Mellon University *,USA,Universities
66,Royal Netherlands Meteorological Institute,NLD,Government
67,Universite de Versailles Saint Quentin en Yvelines *,FRA,Universities
68,Swiss Federal Laboratories for Materials Science and Technology,CHE,Government
69,European Commission - Joint Research Centre,MUL,Government
69,Collaborative Innovation Center of Geospatial Technology,CHN,Government
70,"University of Maryland, College Park *",USA,Universities
71,Sun Yat-Sen University *,CHN,Universities
72,Capital Normal University *,CHN,Universities
72,"University of Wisconsin, Madison *",USA,Universities
73,Cornell University *,USA,Universities
74,Hong Kong Polytechnic University,HKG,Universities
75,Georgia Institute of Technology *,USA,Universities
76,Shanghai Jiao Tong University *,CHN,Universities
77,China University of Mining and Technology,CHN,Universities
78,United States Geological Survey,USA,Government
79,University of Cambridge *,GBR,Universities
79,"University of California, Irvine *",USA,Universities
80,State Key Joint Laboratory of Environmental Simulation and Pollution Control,CHN,Government
81,The University of Edinburgh *,GBR,Universities
82,University of Oklahoma *,USA,Universities
83,University of Toronto,CAN,Universities
84,University of Illinois at Urbana-Champaign *,USA,Universities
85,Purdue University,USA,Universities
86,International Institute for Applied Systems Analysis,AUT,Government
87,Wageningen University and Research Centre *,NLD,Universities
88,Forschungszentrum Julich in der Helmholtz Gemeinschaft,DEU,Government
89,"Institute of Geographic Sciences and Natural Resources Research, Chinese Academy of Sciences",CHN,Government
90,"Institute of Urban Environment, Chinese Academy of Sciences",CHN,Government
91,Commissariat a l’Energie Atomique et aux Energies Alternatives *,FRA,Government
92,Commonwealth Scientific and Industrial Research Organization *,AUS,Government
