Global Rank,Institution,Country,Sector
1,Chinese Academy of Sciences *,CHN,Government
2,Ministry of Education of the People's Republic of China,CHN,Government
3,Centre National de la Recherche Scientifique *,FRA,Government
4,China University of Geosciences,CHN,Universities
5,China National Petroleum Corp *,CHN,Companies
6,PetroChina Co Ltd,CHN,Companies
7,China University of Mining and Technology,CHN,Universities
8,Russian Academy of Sciences *,RUS,Government
9,University of Chinese Academy of Sciences,CHN,Universities
10,National Aeronautics and Space Administration *,USA,Government
11,Central South University *,CHN,Universities
12,"China University of Petroleum, Beijing",CHN,Universities
13,Helmholtz Gemeinschaft *,DEU,Government
14,China Petroleum and Chemical Corporation *,CHN,Companies
15,Lancaster University,GBR,Universities
16,Petroleum University of Technology,IRN,Universities
17,China University of Petroleum,CHN,Universities
18,Harvard University *,USA,Universities
19,Centre d'Etudes Spatiales de la Biosphere,FRA,Government
20,"University of Texas, Austin",USA,Universities
21,Boston University *,USA,Universities
22,Southwest Petroleum University,CHN,Universities
23,Consejo Superior de Investigaciones Cientificas *,ESP,Government
24,United States Department of Agriculture,USA,Government
25,NASA Goddard Space Flight Center,USA,Government
26,Aramco *,MUL,Companies
26,Pennsylvania State University *,USA,Universities
27,Institute of Geology and Geophysics Chinese Academy of Sciences,CHN,Government
28,United States Geological Survey,USA,Government
29,Stanford University *,USA,Universities
30,Institut de Recherche pour le Developpement Paris *,FRA,Government
31,Chinese Academy of Geological Sciences *,CHN,Government
32,"Texas A&M University, College Station *",USA,Universities
33,Saudi Arabian Oil Company,SAU,Companies
34,Massachusetts Institute of Technology *,USA,Universities
35,Tsinghua University *,CHN,Universities
36,European Space Agency *,MUL,Government
37,Sorbonne Universite *,FRA,Universities
38,Jet Propulsion Laboratory,USA,Government
39,University of Illinois at Urbana-Champaign *,USA,Universities
40,Peking University *,CHN,Universities
41,National Oceanic and Atmospheric Administration,USA,Government
42,Instituto de Ciencia de Materiales de Madrid,ESP,Government
43,Deutsches Zentrum fur Luft- und Raumfahrt,DEU,Government
44,Netherlands Organisation for Applied Scientific Research *,MUL,Government
45,"Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement *",FRA,Government
46,China Railway Engineering Corp *,CHN,Companies
46,University of Washington *,USA,Universities
47,Wuhan University *,CHN,Universities
48,Academy of Scientific and Innovative Research,IND,Universities
49,Schlumberger *,MUL,Companies
50,University of Oxford,GBR,Universities
51,University College London *,GBR,Universities
52,Commonwealth Scientific and Industrial Research Organization *,AUS,Government
53,University of Arizona *,USA,Universities
54,ExxonMobil *,MUL,Companies
55,China Railway Group Ltd,CHN,Companies
56,The University of British Columbia,CAN,Universities
57,Columbia University *,USA,Universities
58,TOTAL *,MUL,Companies
59,University of Nottingham *,GBR,Universities
60,"Total, France",FRA,Companies
61,"ParisTech, Institut des Sciences et Technologies de Paris - PRES *",FRA,Government
62,Institut National des Sciences de l'Univers,FRA,Government
63,China Railway Eryuan Engineering Group Co Ltd,CHN,Companies
64,"University of California, Berkeley *",USA,Universities
64,Shell *,MUL,Companies
65,Nelson Mandela Metropolitan University,ZAF,Universities
66,Jilin University *,CHN,Universities
67,University of Southampton,GBR,Universities
68,Swiss Federal Institute of Technology,CHE,Universities
69,Imam Khomeini International University,IRN,Universities
70,"University of Maryland, College Park *",USA,Universities
71,California Institute of Technology *,USA,Universities
72,University of Alberta,CAN,Universities
73,Texas Tech University,USA,Universities
74,Yale University *,USA,Universities
75,Humboldt-Universitat zu Berlin,DEU,Universities
76,Aalto University,FIN,Universities
77,Netherlands Organisation for Applied Scientific Research,NLD,Government
77,Centre National d'Etudes Spatiales *,FRA,Government
78,Harbin Institute of Technology,CHN,Universities
79,Universidade de Sao Paulo *,BRA,Universities
80,"State University of New York, Buffalo",USA,Universities
81,Beijing Normal University *,CHN,Universities
82,"Northeastern University, China",CHN,Universities
83,Bjerknes Centre for Climate Research,NOR,Government
84,"Equinor ASA, Norway",NOR,Companies
85,South China University of Technology,CHN,Universities
86,Consiglio Nazionale delle Ricerche *,ITA,Government
87,Seoul National University *,KOR,Universities
88,Nanjing University *,CHN,Universities
89,Flemish Institute for Technological Research,BEL,Government
90,Universidad Nacional Autonoma de Mexico,MEX,Universities
91,University of Iowa *,USA,Universities
91,Natural Environment Research Council *,GBR,Government
92,Shandong University of Science and Technology,CHN,Universities
93,Universitat Zurich,CHE,Universities
94,Institut Terre et Environnement de Strasbourg,FRA,Government
94,"Shell, Netherlands",NLD,Companies
95,Equinor ASA *,MUL,Companies
95,Nanyang Technological University *,SGP,Universities
96,"University of Maryland, Baltimore",USA,Universities
96,Curtin University *,AUS,Universities
97,Martin-Luther-Universitat Halle-Wittenberg *,DEU,Universities
98,"Universite Paul Sabatier, Toulouse III *",FRA,Universities
99,The University of Edinburgh *,GBR,Universities
100,"Guangzhou Institute of Geochemistry, Chinese Academy of Sciences",CHN,Government
101,"Northwestern University, Evanston *",USA,Universities
102,University of North Dakota,USA,Universities
103,University of Calgary,CAN,Universities
104,University of Virginia *,USA,Universities
105,Arizona State University,USA,Universities
106,Delft University of Technology,NLD,Universities
107,The University of Adelaide,AUS,Universities
108,The University of Western Australia,AUS,Universities
109,Ecole Nationale du Genie de l'Eau et de l'Environnement de Strasbourg *,FRA,Universities
110,Tongji University *,CHN,Universities
111,"University of Wisconsin, Madison *",USA,Universities
112,University of Bergen,NOR,Universities
112,The University of Queensland *,AUS,Universities
113,The University of Hong Kong *,HKG,Universities
114,Hohai University,CHN,Universities
114,Universite de Strasbourg *,FRA,Universities
115,Leibniz Gemeinschaft *,DEU,Government
116,Rice University,USA,Universities
117,Natural Resources Canada,CAN,Government
118,Imperial College London,GBR,Universities
119,Institut des Sciences de la Terre de Paris,FRA,Government
120,China Geological Survey *,CHN,Government
121,University of Durham,GBR,Universities
122,Cornell University *,USA,Universities
123,Consejo Nacional de Investigaciones Cientificas y Tecnicas *,ARG,Government
123,University of Mons,BEL,Universities
124,Universities Space Research Association,USA,Non-Profit
125,University of South Florida System *,USA,Universities
125,Oregon State University,USA,Universities
126,Swinburne University of Technology *,AUS,Universities
127,University of South Florida-Saint Petersburg,USA,Universities
128,Research Institute of Petroleum Exploration and Development,CHN,Government
129,University of Leeds,GBR,Universities
130,"University of Colorado, Boulder *",USA,Universities
131,Chengdu University of Technology,CHN,Universities
132,"Nanjing Institute of Geography and Limnology, Chinese Academy of Sciences",CHN,Government
132,Helmholtz Zentrum fur Umweltforschung,DEU,Government
132,Zhejiang University *,CHN,Universities
133,Michigan State University,USA,Universities
134,"University of Texas, Arlington",USA,Universities
135,Environment Canada,CAN,Government
136,Geoforschungszentrum Potsdam,DEU,Government
137,Technische Universitat Graz *,AUT,Universities
138,Institute of Rock and Soil Mechanics Chinese Academy of Sciences,CHN,Government
139,Zhejiang University of Technology,CHN,Universities
140,State Key Laboratory of Remote Sensing Science,CHN,Government
141,Technical University of Denmark,DNK,Universities
141,Johns Hopkins University *,USA,Universities
142,"Monash University, Melbourne *",AUS,Universities
143,University of Tokyo *,JPN,Universities
143,University of Cambridge *,GBR,Universities
144,Iran University of Science and Technology,IRN,Universities
145,University of New South Wales,AUS,Universities
146,"University of Connecticut, Storrs *",USA,Universities
147,University of Stavanger,NOR,Universities
148,University of Toronto,CAN,Universities
149,Sichuan University *,CHN,Universities
