Global Rank,Institution,Country,Sector
1,University of Oxford,GBR,Universities
2,Centre National de la Recherche Scientifique *,FRA,Government
3,Russian Academy of Sciences *,RUS,Government
4,Harvard University *,USA,Universities
5,University of Cambridge *,GBR,Universities
6,Saint Petersburg State University,RUS,Universities
7,Yale University *,USA,Universities
8,Aristotle University of Thessaloniki,GRC,Universities
9,University of Athens,GRC,Universities
10,Universita degli Studi di Roma La Sapienza,ITA,Universities
11,Universidad Complutense de Madrid *,ESP,Universities
12,University of Melbourne *,AUS,Universities
13,Universitat de Barcelona *,ESP,Universities
14,Scuola Normale Superiore Pisa,ITA,Universities
15,State University - Higher School of Economics,RUS,Universities
16,L'Alma Mater Studiorum - Universita di Bologna,ITA,Universities
17,Universidad Autonoma de Madrid *,ESP,Universities
18,Ludwig-Maximilians Universitat Munchen *,DEU,Universities
19,Universidade de Coimbra *,PRT,Universities
20,Universita degli Studi Ca Foscari di Venezia,ITA,Universities
21,University of Warsaw,POL,Universities
22,Universita degli Studi di Padova,ITA,Universities
23,Universita degli Studi di Genova,ITA,Universities
