Global Rank,Institution,Country,Sector
1,Chinese Academy of Sciences *,CHN,Government
2,Ministry of Education of the People's Republic of China,CHN,Government
3,Harvard University *,USA,Universities
4,Centre National de la Recherche Scientifique *,FRA,Government
5,National Institutes of Health,USA,Health
6,U.S. Department of Health & Human Services *,USA,Health
7,Harvard Medical School,USA,Universities
8,Institut National de la Sante et de la Recherche Medicale *,FRA,Health
9,Helmholtz Gemeinschaft *,DEU,Government
10,Massachusetts Institute of Technology *,USA,Universities
11,Stanford University *,USA,Universities
12,Max Planck Gesellschaft *,DEU,Government
13,Shanghai Jiao Tong University *,CHN,Universities
14,"Google Inc, USA",USA,Companies
15,Howard Hughes Medical Institute *,USA,Health
16,Zhejiang University *,CHN,Universities
17,Google International LLC,MUL,Companies
18,University of Chinese Academy of Sciences,CHN,Universities
19,Johns Hopkins University *,USA,Universities
20,University of Pennsylvania *,USA,Universities
21,University of Oxford,GBR,Universities
22,Cornell University *,USA,Universities
23,Dana Farber Cancer Institute ,USA,Health
24,Medical Research Council,GBR,Health
25,"University of California, San Diego *",USA,Universities
26,University of Texas M.D. Anderson Cancer Center ,USA,Health
27,"University of Michigan, Ann Arbor *",USA,Universities
28,Russian Academy of Sciences *,RUS,Government
29,Consejo Superior de Investigaciones Cientificas *,ESP,Government
30,"University of California, San Francisco *",USA,Universities
31,University of Cambridge *,GBR,Universities
32,Massachusetts General Hospital,USA,Health
33,Broad Institute of MIT and Harvard,USA,Health
34,University of Washington *,USA,Universities
35,Deutsches Primatenzentrum,DEU,Government
36,Veterans Affairs Medical Centers *,USA,Health
37,Peking University *,CHN,Universities
38,Memorial Sloan-Kettering Cancer Center,USA,Health
39,University College London *,GBR,Universities
40,Yale University *,USA,Universities
41,"University of California, Los Angeles *",USA,Universities
42,Fudan University *,CHN,Universities
43,Brigham and Women's Hospital,USA,Health
44,Tsinghua University *,CHN,Universities
45,University of Toronto,CAN,Universities
46,National Library of Medicine,USA,Health
47,European Bioinformatics Institute EMBL,GBR,Government
48,Columbia University *,USA,Universities
49,Johns Hopkins Medicine,USA,Health
50,"Microsoft, USA",USA,Companies
51,The New York Genome Center,USA,Health
52,Mayo Clinic *,USA,Health
53,Duke University *,USA,Universities
54,Huazhong University of Science and Technology *,CHN,Universities
55,National Cancer Institute,USA,Health
56,Instituto de Salud Carlos III *,ESP,Health
57,Sun Yat-Sen University *,CHN,Universities
58,University of Copenhagen,DNK,Universities
59,Stanford Medicine,USA,Health
60,Samsung Corp *,MUL,Companies
61,"University of California, Berkeley *",USA,Universities
62,European Molecular Biology Laboratory Heidelberg,DEU,Government
63,Universite de Paris *,FRA,Universities
64,University of Pennsylvania Health System,USA,Health
65,Washington University in Saint Louis *,USA,Universities
66,Microsoft Corp *,MUL,Companies
67,University of Tokyo *,JPN,Universities
68,"University of North Carolina, Chapel Hill *",USA,Universities
69,National University of Singapore *,SGP,Universities
70,European Molecular Biology Organization *,DEU,Government
71,"Northwestern University, Evanston *",USA,Universities
72,Toyota Group *,MUL,Companies
73,Assistance Publique Hopitaux de Paris *,FRA,Health
74,Imperial College London,GBR,Universities
75,Scripps Research Institute,USA,Health
76,Weill Cornell Medicine,USA,Universities
77,F Hoffmann-La Roche *,MUL,Companies
78,University of Melbourne *,AUS,Universities
79,"Novartis Institutes for Biomedical Research, United States",USA,Companies
79,Sorbonne Universite *,FRA,Universities
80,Consiglio Nazionale delle Ricerche *,ITA,Government
81,Wellcome Trust,GBR,Health
82,Seoul National University *,KOR,Universities
83,Sichuan University *,CHN,Universities
84,"University of Wisconsin, Madison *",USA,Universities
85,Jilin University *,CHN,Universities
86,"Hoffmann-La Roche Ltd, United States",USA,Companies
87,Karolinska Institute,SWE,Universities
88,Leibniz Gemeinschaft *,DEU,Government
89,"Samsung Electronics, South Korea",KOR,Companies
89,"University of California, Davis *",USA,Universities
90,"University of Minnesota, Twin Cities *",USA,Universities
91,Genentech Inc,USA,Companies
91,University of Pittsburgh *,USA,Universities
92,New York University *,USA,Universities
93,Cold Spring Harbor Laboratory,USA,Health
93,National Center for Biotechnology Information,USA,Government
94,Yale University Health & Medicine,USA,Health
95,Central South University *,CHN,Universities
96,Deutsches Krebsforschungszentrum,DEU,Government
97,"Ohio State University, Columbus *",USA,Universities
98,Chinese Academy of Medical Sciences and Peking Union Medical College *,CHN,Universities
99,Utrecht University *,NLD,Universities
100,Vanderbilt University *,USA,Universities
101,Ionis Pharmaceuticals,USA,Companies
102,Emory University *,USA,Universities
103,The University of Queensland *,AUS,Universities
104,Wellcome Trust Sanger Institute,GBR,Health
105,Chinese Academy of Agricultural Sciences *,CHN,Government
106,University of Florida *,USA,Universities
107,University of Chicago *,USA,Universities
108,Ministry of Agriculture,CHN,Government
109,Harvard-MIT Division of Health Sciences and Tecnology,USA,Universities
109,Cancer Research UK,GBR,Health
110,The University of Edinburgh *,GBR,Universities
111,Mount Sinai Health System *,USA,Health
112,Lawrence Berkeley National Laboratory *,USA,Government
113,Novartis *,MUL,Companies
114,Washington University Medical Center ,USA,Health
114,"Agency for Science, Technology and Research Singapore *",SGP,Government
114,Duke Medicine,USA,Health
115,Catholic University of Leuven,BEL,Universities
116,Shanghai Institutes for Biological Sciences Chinese Academy of Sciences,CHN,Government
117,Children's Hospital Boston  *,USA,Health
118,The University of British Columbia,CAN,Universities
119,Leiden University *,NLD,Universities
120,Xi'an Jiaotong University *,CHN,Universities
120,Alphabet Inc *,MUL,Companies
121,Baylor College of Medicine,USA,Universities
121,University of Southern California *,USA,Universities
122,AstraZeneca *,MUL,Companies
122,IBM United States,USA,Companies
123,Shandong University *,CHN,Universities
123,Kyoto University *,JPN,Universities
124,University of Texas Southwestern Medical Center ,USA,Universities
125,Fred Hutchinson Cancer Research Center,USA,Health
126,UC San Diego Health System,USA,Health
127,"Monash University, Melbourne *",AUS,Universities
128,Universidade de Sao Paulo *,BRA,Universities
129,Swiss Federal Institute of Technology,CHE,Universities
130,Celgene Corp,USA,Companies
130,UCLA Health System,USA,Health
131,"Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement *",FRA,Government
131,Wuhan University *,CHN,Universities
132,Whitehead Institute for Biomedical Research,USA,Health
132,Hubrecht Institute,NLD,Government
133,United States Department of Agriculture,USA,Government
134,Kings College London,GBR,Universities
135,Icahn School of Medicine at Mount Sinai,USA,Universities
136,Flanders Interuniversity Institute for Biotechnology,BEL,Government
137,The University of Manchester,GBR,Universities
138,University of Sydney,AUS,Universities
139,Tongji University *,CHN,Universities
140,NYU Langone Medical Center,USA,Health
141,Vanderbilt University Medical Center,USA,Health
142,Columbia University Irving Medical Center,USA,Health
143,Technische Universitat Munchen *,DEU,Universities
143,"Soochow University, Suzhou *",CHN,Universities
143,RIKEN-Institute of Physical and Chemical Research,JPN,Government
144,University of Groningen *,NLD,Universities
145,Merck *,MUL,Companies
146,Erasmus University Rotterdam *,NLD,Universities
147,Universitat Heidelberg,DEU,Universities
148,"University of Colorado, Denver *",USA,Universities
148,Pennsylvania State University *,USA,Universities
149,Erasmus Medical Center,NLD,Health
149,Tianjin University *,CHN,Universities
150,Novo Nordisk *,MUL,Companies
150,IBM Research *,MUL,Companies
151,Universite PSL *,FRA,Universities
152,University of Massachusetts Medical School,USA,Universities
153,Nanjing Medical University *,CHN,Universities
